region_id,estimation_id,instruction_name,count_per_iteration,count_total,impact
992,0,Add,379.48595428466797,,
992,0,Send,247.60855865478516,,
992,0,Mul,225.4623260498047,,
992,0,Sub,48.29246520996094,,
992,0,FCOM,22.14623260498047,,
992,0,SHUFFLE,177.16986083984375,,
992,0,UNPACK,88.58493041992188,,
992,0,FMA,0,,
992,0,ABS,0,,
992,0,DIV,0,,
992,0,MIN,0,,
992,0,MAX,0,,
992,0,SQRT,0,,
992,0,SAD,0,,
992,0,SCALE,0,,
992,0,SIGN,0,,
992,0,RECCP,0,,
992,0,Mov,0,,
993,0,Add,378.48595428466797,,
993,0,Send,246.60855865478516,,
993,0,Mul,223.4623260498047,,
993,0,Sub,46.29246520996094,,
993,0,FCOM,22.14623260498047,,
993,0,SHUFFLE,177.16986083984375,,
993,0,UNPACK,88.58493041992188,,
993,0,FMA,0,,
993,0,ABS,0,,
993,0,DIV,0,,
993,0,MIN,0,,
993,0,MAX,0,,
993,0,SQRT,0,,
993,0,SAD,0,,
993,0,SCALE,0,,
993,0,SIGN,0,,
993,0,RECCP,0,,
993,0,Mov,0,,
994,0,Send,245.60855865478516,,
994,0,Add,377.48595428466797,,
994,0,Mul,222.4623260498047,,
994,0,FCOM,22.14623260498047,,
994,0,SHUFFLE,177.16986083984375,,
994,0,Sub,44.29246520996094,,
994,0,UNPACK,88.58493041992188,,
994,0,FMA,0,,
994,0,ABS,0,,
994,0,DIV,0,,
994,0,MIN,0,,
994,0,MAX,0,,
994,0,SQRT,0,,
994,0,SAD,0,,
994,0,SCALE,0,,
994,0,SIGN,0,,
994,0,RECCP,0,,
994,0,Mov,0,,
995,0,Add,376.48595428466797,,
995,0,FCOM,22.14623260498047,,
995,0,Mul,221.4623260498047,,
995,0,SHUFFLE,177.16986083984375,,
995,0,Sub,44.29246520996094,,
995,0,UNPACK,88.58493041992188,,
995,0,Send,243.60855865478516,,
995,0,FMA,0,,
995,0,ABS,0,,
995,0,DIV,0,,
995,0,MIN,0,,
995,0,MAX,0,,
995,0,SQRT,0,,
995,0,SAD,0,,
995,0,SCALE,0,,
995,0,SIGN,0,,
995,0,RECCP,0,,
995,0,Mov,0,,
829,0,Add,265.7547912597656,,
829,0,Send,243.60855865478516,,
829,0,Mul,110.73116302490234,,
829,0,FMA,0,,
829,0,Sub,0,,
829,0,ABS,0,,
829,0,DIV,0,,
829,0,MIN,0,,
829,0,MAX,0,,
829,0,SQRT,0,,
829,0,SAD,0,,
829,0,SCALE,0,,
829,0,SIGN,0,,
829,0,RECCP,0,,
829,0,Mov,0,,
756,0,Add,137188.59,,
756,0,Send,232876.93,,
756,0,Mul,0.52,,
756,0,Sub,995.25,,
756,0,MOVNT,5787.52,,
756,0,IDIV,0.04,,
756,0,FMA,0,,
756,0,ABS,0,,
756,0,DIV,0,,
756,0,MIN,0,,
756,0,MAX,0,,
756,0,SQRT,0,,
756,0,SAD,0,,
756,0,SCALE,0,,
756,0,SIGN,0,,
756,0,RECCP,0,,
756,0,Mov,0,,
975,0,Add,137188.59,,
975,0,Send,232876.93,,
975,0,Mul,0.52,,
975,0,Sub,995.25,,
975,0,MOVNT,5787.52,,
975,0,IDIV,0.04,,
975,0,FMA,0,,
975,0,ABS,0,,
975,0,DIV,0,,
975,0,MIN,0,,
975,0,MAX,0,,
975,0,SQRT,0,,
975,0,SAD,0,,
975,0,SCALE,0,,
975,0,SIGN,0,,
975,0,RECCP,0,,
975,0,Mov,0,,
757,0,Send,232785.04,,
757,0,Add,137183.36,,
757,0,MOVNT,5787.52,,
757,0,Sub,994.73,,
757,0,FMA,0,,
757,0,Mul,0,,
757,0,ABS,0,,
757,0,DIV,0,,
757,0,MIN,0,,
757,0,MAX,0,,
757,0,SQRT,0,,
757,0,SAD,0,,
757,0,SCALE,0,,
757,0,SIGN,0,,
757,0,RECCP,0,,
757,0,Mov,0,,
764,0,Add,137182.32,,
764,0,Send,232766.84,,
764,0,MOVNT,5787.52,,
764,0,Sub,994.73,,
764,0,FMA,0,,
764,0,Mul,0,,
764,0,ABS,0,,
764,0,DIV,0,,
764,0,MIN,0,,
764,0,MAX,0,,
764,0,SQRT,0,,
764,0,SAD,0,,
764,0,SCALE,0,,
764,0,SIGN,0,,
764,0,RECCP,0,,
764,0,Mov,0,,
774,0,Add,137182.31,,
774,0,Send,232766.82,,
774,0,MOVNT,5787.52,,
774,0,Sub,994.73,,
774,0,FMA,0,,
774,0,Mul,0,,
774,0,ABS,0,,
774,0,DIV,0,,
774,0,MIN,0,,
774,0,MAX,0,,
774,0,SQRT,0,,
774,0,SAD,0,,
774,0,SCALE,0,,
774,0,SIGN,0,,
774,0,RECCP,0,,
774,0,Mov,0,,
976,0,Send,60.17,,
976,0,Add,1.07,,
976,0,IDIV,0.04,,
976,0,FMA,0,,
976,0,Mul,0,,
976,0,Sub,0,,
976,0,ABS,0,,
976,0,DIV,0,,
976,0,MIN,0,,
976,0,MAX,0,,
976,0,SQRT,0,,
976,0,SAD,0,,
976,0,SCALE,0,,
976,0,SIGN,0,,
976,0,RECCP,0,,
976,0,Mov,0,,
977,0,Send,60.17,,
977,0,Add,1.07,,
977,0,IDIV,0.04,,
977,0,FMA,0,,
977,0,Mul,0,,
977,0,Sub,0,,
977,0,ABS,0,,
977,0,DIV,0,,
977,0,MIN,0,,
977,0,MAX,0,,
977,0,SQRT,0,,
977,0,SAD,0,,
977,0,SCALE,0,,
977,0,SIGN,0,,
977,0,RECCP,0,,
977,0,Mov,0,,
978,0,Send,60.17,,
978,0,Add,1.07,,
978,0,IDIV,0.04,,
978,0,FMA,0,,
978,0,Mul,0,,
978,0,Sub,0,,
978,0,ABS,0,,
978,0,DIV,0,,
978,0,MIN,0,,
978,0,MAX,0,,
978,0,SQRT,0,,
978,0,SAD,0,,
978,0,SCALE,0,,
978,0,SIGN,0,,
978,0,RECCP,0,,
978,0,Mov,0,,
775,0,Send,59.65,,
775,0,Add,1.07,,
775,0,IDIV,0.04,,
775,0,FMA,0,,
775,0,Mul,0,,
775,0,Sub,0,,
775,0,ABS,0,,
775,0,DIV,0,,
775,0,MIN,0,,
775,0,MAX,0,,
775,0,SQRT,0,,
775,0,SAD,0,,
775,0,SCALE,0,,
775,0,SIGN,0,,
775,0,RECCP,0,,
775,0,Mov,0,,
1280,0,Add,0.03,,
1280,0,Send,0.26,,
1280,0,IDIV,0.04,,
1280,0,FMA,0,,
1280,0,Mul,0,,
1280,0,Sub,0,,
1280,0,ABS,0,,
1280,0,DIV,0,,
1280,0,MIN,0,,
1280,0,MAX,0,,
1280,0,SQRT,0,,
1280,0,SAD,0,,
1280,0,SCALE,0,,
1280,0,SIGN,0,,
1280,0,RECCP,0,,
1280,0,Mov,0,,
807,0,Send,0.21,,
807,0,Add,0.01,,
807,0,IDIV,0.04,,
807,0,FMA,0,,
807,0,Mul,0,,
807,0,Sub,0,,
807,0,ABS,0,,
807,0,DIV,0,,
807,0,MIN,0,,
807,0,MAX,0,,
807,0,SQRT,0,,
807,0,SAD,0,,
807,0,SCALE,0,,
807,0,SIGN,0,,
807,0,RECCP,0,,
807,0,Mov,0,,
808,0,Add,0.01,,
808,0,IDIV,0.04,,
808,0,Send,0.18,,
808,0,FMA,0,,
808,0,Mul,0,,
808,0,Sub,0,,
808,0,ABS,0,,
808,0,DIV,0,,
808,0,MIN,0,,
808,0,MAX,0,,
808,0,SQRT,0,,
808,0,SAD,0,,
808,0,SCALE,0,,
808,0,SIGN,0,,
808,0,RECCP,0,,
808,0,Mov,0,,
809,0,Send,3.63,,
809,0,FMA,0,,
809,0,Add,0,,
809,0,Mul,0,,
809,0,Sub,0,,
809,0,ABS,0,,
809,0,DIV,0,,
809,0,MIN,0,,
809,0,MAX,0,,
809,0,SQRT,0,,
809,0,SAD,0,,
809,0,SCALE,0,,
809,0,SIGN,0,,
809,0,RECCP,0,,
809,0,Mov,0,,
784,0,Send,48.48,,
784,0,FMA,0,,
784,0,Add,0,,
784,0,Mul,0,,
784,0,Sub,0,,
784,0,ABS,0,,
784,0,DIV,0,,
784,0,MIN,0,,
784,0,MAX,0,,
784,0,SQRT,0,,
784,0,SAD,0,,
784,0,SCALE,0,,
784,0,SIGN,0,,
784,0,RECCP,0,,
784,0,Mov,0,,
